CustomerAlternateKey	MaritalStatus	Gender	YearlyIncome	TotalChildren	NumberChildrenAtHome	Education	Occupation	HouseOwnerFlag	NumberCarsOwned	CommuteDistance	Region	Age	BikeBuyer
AW00024947	S	M	40000.00	4	0	High School	Professional	0	2	1-2 Miles	North America	77	0
AW00024948	M	M	50000.00	3	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00024949	S	M	50000.00	3	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00024950	S	F	50000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	77	0
AW00024951	M	M	60000.00	4	0	Bachelors	Management	1	2	10+ Miles	North America	75	0
AW00024952	S	F	60000.00	4	0	Bachelors	Management	0	2	1-2 Miles	North America	75	0
AW00024953	M	M	30000.00	5	0	Partial High School	Clerical	0	2	1-2 Miles	North America	74	0
AW00024954	M	M	40000.00	4	0	High School	Professional	1	2	10+ Miles	North America	71	0
AW00024955	S	M	30000.00	5	0	Partial High School	Skilled Manual	1	3	10+ Miles	North America	73	1
AW00024956	M	F	30000.00	5	0	Partial High School	Skilled Manual	1	4	10+ Miles	North America	73	1
AW00024957	M	F	30000.00	5	0	Partial High School	Skilled Manual	1	4	10+ Miles	North America	73	1
AW00024958	S	F	40000.00	5	0	High School	Professional	0	3	2-5 Miles	North America	72	1
AW00024959	S	F	70000.00	5	0	Bachelors	Management	1	3	10+ Miles	North America	72	1
AW00024960	S	F	70000.00	5	0	Bachelors	Management	0	3	2-5 Miles	North America	72	1
AW00024961	M	F	40000.00	2	1	High School	Professional	1	1	2-5 Miles	North America	71	0
AW00024962	M	M	40000.00	2	1	High School	Professional	1	1	2-5 Miles	North America	71	0
AW00024963	M	F	40000.00	2	1	High School	Professional	1	2	10+ Miles	North America	71	0
AW00024964	M	F	40000.00	2	1	High School	Professional	0	2	2-5 Miles	North America	71	0
AW00024965	M	M	40000.00	2	1	High School	Professional	0	2	2-5 Miles	North America	71	0
AW00024966	S	F	70000.00	2	1	Bachelors	Management	0	1	2-5 Miles	North America	71	1
AW00024967	S	F	40000.00	2	1	High School	Professional	1	2	10+ Miles	North America	70	0
AW00024968	M	M	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	70	0
AW00024969	M	F	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	70	0
AW00024970	M	M	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	70	0
AW00024971	M	F	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	70	0
AW00024972	S	M	60000.00	2	1	Bachelors	Management	0	0	2-5 Miles	North America	70	1
AW00024973	M	F	60000.00	2	1	Bachelors	Management	1	0	10+ Miles	North America	70	0
AW00024974	M	M	60000.00	2	1	Bachelors	Management	1	0	10+ Miles	North America	70	0
AW00024975	S	F	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	69	0
AW00024976	M	F	60000.00	2	1	Partial College	Professional	1	2	2-5 Miles	North America	69	1
AW00024977	M	F	60000.00	2	1	Partial College	Professional	1	2	2-5 Miles	North America	69	1
AW00024978	M	F	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	69	0
AW00024979	M	F	60000.00	2	1	Partial College	Professional	1	2	2-5 Miles	North America	69	1
AW00024980	M	F	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	69	0
AW00024981	M	M	60000.00	2	1	Partial College	Professional	1	2	10+ Miles	North America	68	0
AW00024982	M	M	60000.00	2	1	Partial College	Professional	1	1	10+ Miles	North America	68	0
AW00024983	S	F	70000.00	4	2	Partial College	Professional	1	1	10+ Miles	North America	68	0
AW00024984	M	M	70000.00	4	2	Partial College	Professional	1	1	1-2 Miles	North America	68	0
AW00024985	M	F	80000.00	3	1	Bachelors	Management	1	1	5-10 Miles	North America	68	0
AW00024986	M	F	60000.00	2	1	High School	Professional	1	2	10+ Miles	North America	66	0
AW00024987	M	M	60000.00	2	1	Partial College	Professional	1	2	2-5 Miles	North America	67	1
AW00024988	M	F	70000.00	4	2	Partial College	Professional	1	2	10+ Miles	North America	67	1
AW00024989	M	F	70000.00	2	1	High School	Professional	1	2	10+ Miles	North America	66	0
AW00024990	M	M	70000.00	2	1	High School	Professional	1	2	2-5 Miles	North America	65	1
AW00024991	S	M	70000.00	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66	0
AW00024992	M	F	70000.00	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66	0
AW00024993	M	M	70000.00	2	1	Partial High School	Skilled Manual	1	2	10+ Miles	North America	66	0
AW00024994	M	F	60000.00	3	1	High School	Professional	1	2	10+ Miles	North America	65	0
AW00024995	S	F	60000.00	3	1	High School	Professional	1	2	10+ Miles	North America	64	0
AW00024996	M	M	60000.00	3	1	Partial High School	Skilled Manual	1	3	10+ Miles	North America	65	1
AW00024997	S	M	60000.00	3	1	Partial High School	Skilled Manual	1	3	10+ Miles	North America	65	1
AW00024998	S	F	130000.00	1	0	Graduate Degree	Management	1	3	0-1 Miles	North America	50	1
AW00024999	S	M	150000.00	1	0	Graduate Degree	Management	0	0	0-1 Miles	North America	50	0
AW00025000	S	F	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	39	1
AW00025001	M	M	20000.00	4	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	74	0
AW00025002	M	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	40	0
AW00025003	S	M	30000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	40	0
AW00025004	S	M	30000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	40	0
AW00025005	S	F	30000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	40	0
AW00025006	S	F	30000.00	0	0	Partial College	Skilled Manual	1	1	5-10 Miles	North America	40	0
AW00025007	S	F	30000.00	0	0	Partial College	Skilled Manual	0	1	1-2 Miles	North America	40	0
AW00025008	S	F	60000.00	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	40	1
AW00025009	M	F	10000.00	2	1	Partial High School	Clerical	0	2	1-2 Miles	Pacific	73	0
AW00025010	S	F	30000.00	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	72	1
AW00025011	M	F	30000.00	2	0	Partial College	Clerical	0	2	1-2 Miles	Pacific	71	1
AW00025012	M	M	10000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	70	0
AW00025013	S	M	10000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	70	0
AW00025014	S	M	60000.00	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	40	1
AW00025015	M	F	70000.00	0	0	Partial College	Skilled Manual	0	2	0-1 Miles	North America	40	1
AW00025016	S	M	40000.00	0	0	Bachelors	Professional	0	2	5-10 Miles	North America	41	0
AW00025017	M	F	10000.00	2	1	Partial High School	Clerical	1	2	1-2 Miles	Pacific	70	0
AW00025018	S	M	70000.00	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	41	0
AW00025019	M	F	10000.00	2	1	Partial High School	Clerical	1	3	5-10 Miles	Pacific	68	0
AW00025020	S	M	20000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	68	1
AW00025021	M	M	20000.00	2	1	Partial High School	Clerical	1	2	5-10 Miles	Pacific	68	1
AW00025022	M	F	20000.00	2	1	Partial High School	Clerical	1	2	1-2 Miles	Pacific	67	1
AW00025023	S	F	40000.00	0	0	Bachelors	Professional	1	2	5-10 Miles	North America	38	0
AW00025024	S	M	40000.00	0	0	Bachelors	Professional	0	2	5-10 Miles	North America	38	0
AW00025025	S	M	70000.00	0	0	Partial College	Skilled Manual	0	2	0-1 Miles	North America	38	1
AW00025026	M	M	20000.00	2	1	Partial High School	Clerical	1	3	5-10 Miles	Pacific	66	0
AW00025027	M	F	40000.00	2	0	Partial College	Skilled Manual	0	2	1-2 Miles	Pacific	65	0
AW00025028	M	F	40000.00	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65	0
AW00025029	S	M	40000.00	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65	1
AW00025030	S	F	40000.00	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	65	1
AW00025031	S	F	40000.00	3	0	Partial High School	Clerical	0	2	1-2 Miles	Pacific	63	0
AW00025032	S	F	40000.00	3	0	Partial High School	Clerical	0	2	5-10 Miles	Pacific	64	1
AW00025033	S	M	40000.00	3	0	Partial High School	Clerical	0	2	5-10 Miles	Pacific	64	1
AW00025034	S	F	80000.00	2	0	Partial College	Skilled Manual	1	2	5-10 Miles	Pacific	63	1
AW00025035	S	F	80000.00	2	0	Partial College	Skilled Manual	0	2	1-2 Miles	Pacific	63	1
AW00025036	S	F	80000.00	2	0	Partial College	Skilled Manual	0	2	1-2 Miles	Pacific	63	1
AW00025037	M	M	80000.00	2	0	Partial College	Skilled Manual	0	2	1-2 Miles	Pacific	63	1
AW00025038	S	F	40000.00	0	0	Partial College	Skilled Manual	0	2	1-2 Miles	North America	43	1
AW00025039	S	F	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43	0
AW00025040	S	M	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43	1
AW00025041	S	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43	0
AW00025042	S	F	40000.00	0	0	High School	Skilled Manual	0	2	1-2 Miles	North America	43	1
AW00025043	S	M	40000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	43	0
AW00025044	S	F	60000.00	0	0	Partial College	Skilled Manual	0	2	5-10 Miles	North America	43	0
AW00025045	M	F	50000.00	0	0	High School	Skilled Manual	1	2	5-10 Miles	North America	44	0
AW00025046	M	M	60000.00	0	0	Partial College	Skilled Manual	1	2	5-10 Miles	North America	45	1
AW00025047	M	M	60000.00	0	0	Partial College	Professional	1	2	5-10 Miles	North America	45	1
AW00025048	S	F	70000.00	0	0	Partial College	Professional	0	2	0-1 Miles	North America	45	1
AW00025049	M	F	70000.00	0	0	Partial College	Professional	1	2	5-10 Miles	North America	45	1
AW00025050	S	M	70000.00	0	0	Partial College	Professional	1	2	5-10 Miles	North America	45	1
AW00025051	S	F	80000.00	2	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	62	1
AW00025052	S	F	80000.00	2	0	High School	Skilled Manual	0	2	1-2 Miles	Pacific	62	1
AW00025053	M	M	70000.00	2	0	High School	Skilled Manual	1	2	5-10 Miles	Pacific	61	1
AW00025054	S	F	100000.00	1	0	Bachelors	Management	0	4	0-1 Miles	Pacific	60	0
AW00025055	M	M	100000.00	1	1	Bachelors	Management	0	1	10+ Miles	Pacific	60	0
AW00025056	M	M	100000.00	1	1	Bachelors	Management	1	1	10+ Miles	Pacific	60	0
AW00025057	S	M	100000.00	1	1	Bachelors	Management	0	3	0-1 Miles	Pacific	58	1
AW00025058	M	M	100000.00	1	1	Bachelors	Management	1	3	2-5 Miles	Pacific	59	0
AW00025059	S	M	70000.00	0	0	Partial College	Professional	1	2	5-10 Miles	North America	45	1
AW00025060	S	M	80000.00	0	0	Bachelors	Management	0	1	0-1 Miles	North America	45	1
AW00025061	S	F	50000.00	0	0	High School	Professional	0	2	1-2 Miles	North America	44	1
AW00025062	S	F	50000.00	0	0	High School	Professional	1	2	5-10 Miles	North America	43	0
AW00025063	M	M	50000.00	0	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	44	1
AW00025064	S	M	150000.00	0	0	Bachelors	Management	0	2	0-1 Miles	North America	52	1
AW00025065	M	M	70000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	60	0
AW00025066	S	M	70000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	61	0
AW00025067	S	F	40000.00	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	54	0
AW00025068	S	M	60000.00	4	4	Bachelors	Skilled Manual	0	2	0-1 Miles	North America	54	0
AW00025069	M	F	60000.00	4	4	Bachelors	Skilled Manual	1	3	10+ Miles	North America	54	0
AW00025070	M	F	60000.00	4	4	Bachelors	Skilled Manual	1	3	10+ Miles	North America	54	0
AW00025071	M	F	60000.00	5	5	Bachelors	Skilled Manual	1	3	2-5 Miles	North America	54	0
AW00025072	S	F	60000.00	4	2	Bachelors	Skilled Manual	0	2	0-1 Miles	North America	54	1
AW00025073	M	F	60000.00	4	2	Bachelors	Skilled Manual	1	2	2-5 Miles	North America	54	1
AW00025074	M	F	70000.00	4	2	Bachelors	Professional	1	2	2-5 Miles	North America	54	1
AW00025075	M	F	70000.00	4	2	Bachelors	Professional	1	2	2-5 Miles	North America	55	1
AW00025076	M	F	60000.00	3	2	Graduate Degree	Professional	0	0	0-1 Miles	North America	55	1
AW00025077	M	M	60000.00	3	2	Graduate Degree	Professional	0	0	0-1 Miles	North America	55	1
AW00025078	M	M	40000.00	3	2	High School	Skilled Manual	1	2	2-5 Miles	North America	56	1
AW00025079	S	F	70000.00	1	0	Bachelors	Professional	1	1	2-5 Miles	North America	56	1
AW00025080	S	F	70000.00	1	0	Bachelors	Professional	1	1	2-5 Miles	North America	56	1
AW00025081	S	F	30000.00	0	0	Bachelors	Professional	0	2	0-1 Miles	North America	57	1
AW00025082	M	M	40000.00	4	3	High School	Skilled Manual	1	2	0-1 Miles	North America	57	0
AW00025083	M	M	40000.00	4	3	High School	Skilled Manual	1	3	10+ Miles	North America	57	0
AW00025084	M	M	60000.00	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	57	1
AW00025085	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57	1
AW00025086	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57	1
AW00025087	M	M	60000.00	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	57	1
AW00025088	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	57	1
AW00025089	S	F	40000.00	0	0	Bachelors	Professional	0	1	2-5 Miles	North America	58	0
AW00025090	M	M	40000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	58	0
AW00025091	S	M	40000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	North America	58	0
AW00025092	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	58	1
AW00025093	S	F	50000.00	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51	1
AW00025094	S	M	50000.00	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51	1
AW00025095	S	M	50000.00	0	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	51	1
AW00025096	S	F	50000.00	0	0	Partial College	Skilled Manual	0	1	2-5 Miles	North America	51	1
AW00025097	M	M	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	58	1
AW00025098	M	M	60000.00	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	North America	58	1
AW00025099	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	0-1 Miles	North America	58	1
AW00025100	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	2-5 Miles	North America	59	1
AW00025101	M	M	60000.00	5	4	Bachelors	Professional	1	1	2-5 Miles	North America	59	0
AW00025102	M	F	60000.00	4	3	Bachelors	Professional	1	0	2-5 Miles	North America	59	0
AW00025103	M	F	60000.00	4	3	Bachelors	Professional	1	0	0-1 Miles	North America	59	0
AW00025104	S	F	70000.00	2	0	Graduate Degree	Professional	0	1	0-1 Miles	North America	59	1
AW00025105	S	M	80000.00	4	0	Graduate Degree	Professional	1	0	0-1 Miles	North America	58	1
AW00025106	M	M	90000.00	1	0	Graduate Degree	Management	1	0	0-1 Miles	Pacific	48	1
AW00025107	S	M	90000.00	2	0	Bachelors	Professional	0	0	0-1 Miles	Pacific	49	1
AW00025108	M	M	60000.00	2	2	Bachelors	Professional	0	1	0-1 Miles	Pacific	50	1
AW00025109	M	M	80000.00	4	4	Graduate Degree	Management	0	1	0-1 Miles	Pacific	48	0
AW00025110	M	F	80000.00	4	4	Graduate Degree	Management	0	1	0-1 Miles	Pacific	48	0
AW00025111	M	M	90000.00	2	0	Bachelors	Professional	1	0	2-5 Miles	Pacific	48	1
AW00025112	M	F	60000.00	2	2	Bachelors	Professional	0	1	0-1 Miles	Pacific	50	1
AW00025113	M	M	60000.00	2	2	Bachelors	Professional	1	1	2-5 Miles	Pacific	50	1
AW00025114	S	M	60000.00	2	2	Bachelors	Professional	0	1	0-1 Miles	Pacific	50	1
AW00025115	M	M	70000.00	5	5	Bachelors	Professional	1	3	10+ Miles	Pacific	50	1
AW00025116	M	M	70000.00	5	5	Bachelors	Professional	1	3	10+ Miles	Pacific	50	0
AW00025117	M	F	70000.00	5	5	Bachelors	Professional	0	3	10+ Miles	Pacific	50	0
AW00025118	M	M	70000.00	5	5	Bachelors	Professional	1	3	10+ Miles	Pacific	50	0
AW00025119	M	F	110000.00	1	0	Graduate Degree	Management	1	1	1-2 Miles	Pacific	49	1
AW00025120	S	F	110000.00	1	0	Graduate Degree	Management	0	1	2-5 Miles	Pacific	48	1
AW00025121	M	M	110000.00	1	0	Graduate Degree	Management	1	1	2-5 Miles	Pacific	49	1
AW00025122	S	F	80000.00	5	5	Graduate Degree	Management	1	2	0-1 Miles	Pacific	51	0
AW00025123	M	F	80000.00	5	5	Graduate Degree	Management	1	3	0-1 Miles	Pacific	51	0
AW00025124	S	M	80000.00	5	5	Graduate Degree	Management	1	3	0-1 Miles	Pacific	51	0
AW00025125	M	M	80000.00	5	5	Bachelors	Professional	1	3	0-1 Miles	Pacific	52	0
AW00025126	M	M	90000.00	0	0	Bachelors	Professional	1	0	2-5 Miles	Pacific	51	1
AW00025127	S	F	90000.00	2	0	Bachelors	Professional	0	0	1-2 Miles	Pacific	52	1
AW00025128	M	M	60000.00	3	3	Bachelors	Professional	1	1	2-5 Miles	Pacific	53	0
AW00025129	S	M	60000.00	3	3	Bachelors	Professional	0	1	0-1 Miles	Pacific	52	0
AW00025130	M	M	70000.00	5	5	Bachelors	Professional	0	4	10+ Miles	Pacific	53	0
AW00025131	M	M	70000.00	5	5	Bachelors	Professional	1	4	10+ Miles	Pacific	53	0
AW00025132	M	F	70000.00	5	5	Bachelors	Professional	0	4	10+ Miles	Pacific	50	0
AW00025133	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	49	1
AW00025134	M	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	50	0
AW00025135	S	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	50	0
AW00025136	S	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	50	0
AW00025137	M	F	80000.00	5	5	Bachelors	Professional	1	4	0-1 Miles	Pacific	50	0
AW00025138	M	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	50	1
AW00025139	M	M	60000.00	3	3	Bachelors	Professional	0	2	0-1 Miles	Pacific	54	0
AW00025140	M	F	60000.00	3	3	Bachelors	Professional	1	2	5-10 Miles	Pacific	54	0
AW00025141	S	M	20000.00	0	0	Partial High School	Manual	1	2	1-2 Miles	Europe	45	0
AW00025142	S	F	30000.00	0	0	Partial College	Clerical	1	1	2-5 Miles	Europe	44	0
AW00025143	S	F	30000.00	0	0	Partial College	Clerical	0	1	0-1 Miles	Europe	44	0
AW00025144	S	M	30000.00	0	0	Partial College	Clerical	1	1	2-5 Miles	Europe	44	0
AW00025145	S	M	30000.00	0	0	Partial College	Clerical	1	1	2-5 Miles	Europe	44	0
AW00025146	M	M	60000.00	3	1	Partial High School	Skilled Manual	1	3	10+ Miles	North America	65	1
AW00025147	M	F	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	61	0
AW00025148	M	M	60000.00	2	0	High School	Professional	0	2	1-2 Miles	North America	61	1
AW00025149	M	F	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	60	0
AW00025150	S	M	80000.00	2	1	Bachelors	Management	1	1	2-5 Miles	North America	60	1
AW00025151	S	F	80000.00	2	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	62	0
AW00025152	S	F	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	62	0
AW00025153	S	M	100000.00	4	1	Bachelors	Management	0	4	0-1 Miles	North America	53	0
AW00025154	M	M	110000.00	2	2	Bachelors	Management	1	3	2-5 Miles	North America	52	0
AW00025155	S	F	110000.00	3	2	Bachelors	Management	1	4	2-5 Miles	North America	53	1
AW00025156	S	F	130000.00	1	1	Graduate Degree	Management	0	4	0-1 Miles	North America	53	0
AW00025157	S	F	80000.00	4	3	Bachelors	Management	1	1	2-5 Miles	North America	54	0
AW00025158	M	F	90000.00	5	5	Partial College	Professional	1	3	0-1 Miles	North America	54	0
AW00025159	S	F	100000.00	5	2	Partial College	Professional	1	0	2-5 Miles	North America	54	0
AW00025160	S	F	100000.00	5	2	Partial College	Professional	1	1	2-5 Miles	North America	54	0
AW00025161	M	F	130000.00	3	2	Bachelors	Management	1	3	0-1 Miles	North America	54	1
AW00025162	S	M	160000.00	1	1	Bachelors	Management	0	3	0-1 Miles	North America	54	1
AW00025163	M	F	70000.00	3	2	Partial College	Professional	1	0	5-10 Miles	North America	62	1
AW00025164	M	M	70000.00	3	2	Partial College	Professional	0	1	0-1 Miles	North America	62	0
AW00025165	M	F	70000.00	4	3	Partial College	Professional	1	0	0-1 Miles	North America	62	0
AW00025166	S	M	70000.00	4	3	Partial College	Professional	1	0	5-10 Miles	North America	62	0
AW00025167	M	M	80000.00	3	0	Partial College	Professional	0	1	0-1 Miles	North America	61	0
AW00025168	M	M	80000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	63	0
AW00025169	S	M	130000.00	1	2	Graduate Degree	Management	0	3	0-1 Miles	North America	84	1
AW00025170	M	M	90000.00	0	0	Partial College	Professional	1	1	10+ Miles	North America	55	0
AW00025171	M	M	90000.00	0	0	Partial College	Professional	1	1	10+ Miles	North America	55	0
AW00025172	M	M	130000.00	3	2	Bachelors	Management	1	4	0-1 Miles	North America	54	0
AW00025173	M	F	80000.00	5	4	Partial College	Professional	1	2	5-10 Miles	North America	56	0
AW00025174	M	F	90000.00	5	4	Partial College	Professional	1	4	5-10 Miles	North America	56	0
AW00025175	S	M	100000.00	1	2	Partial College	Professional	1	3	5-10 Miles	North America	56	1
AW00025176	S	M	130000.00	1	2	Bachelors	Management	0	4	0-1 Miles	North America	56	0
AW00025177	M	M	70000.00	5	4	Partial College	Professional	1	3	5-10 Miles	North America	57	0
AW00025178	M	F	80000.00	5	4	Partial College	Professional	1	3	1-2 Miles	North America	57	0
AW00025179	M	M	80000.00	5	4	Partial College	Professional	1	3	5-10 Miles	North America	57	0
AW00025180	S	F	90000.00	4	3	High School	Professional	1	1	5-10 Miles	North America	57	1
AW00025181	M	M	90000.00	4	3	High School	Professional	1	1	5-10 Miles	North America	57	0
AW00025182	M	F	90000.00	4	3	High School	Professional	1	2	1-2 Miles	North America	57	0
AW00025183	M	M	90000.00	4	3	High School	Professional	1	2	1-2 Miles	North America	57	0
AW00025184	S	M	110000.00	1	3	Partial College	Professional	1	4	5-10 Miles	North America	57	1
AW00025185	S	F	130000.00	1	3	Bachelors	Management	0	3	2-5 Miles	North America	57	1
AW00025186	M	F	80000.00	3	2	Partial College	Professional	1	1	5-10 Miles	North America	63	1
AW00025187	M	F	50000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	83	0
AW00025188	M	M	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	82	0
AW00025189	M	M	50000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	82	0
AW00025190	M	F	60000.00	2	0	Graduate Degree	Management	1	2	5-10 Miles	North America	82	0
AW00025191	S	M	120000.00	1	3	Graduate Degree	Management	0	4	2-5 Miles	North America	82	1
AW00025192	S	F	90000.00	4	3	High School	Professional	1	3	5-10 Miles	North America	58	1
AW00025193	S	F	90000.00	4	3	High School	Professional	1	4	5-10 Miles	North America	58	1
AW00025194	S	F	70000.00	3	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	0
AW00025195	S	F	70000.00	3	0	Partial High School	Skilled Manual	0	2	1-2 Miles	North America	64	0
AW00025196	M	M	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	64	0
AW00025197	M	M	60000.00	2	0	High School	Professional	1	2	5-10 Miles	North America	64	0
AW00025198	M	F	60000.00	2	0	Partial High School	Skilled Manual	1	2	5-10 Miles	North America	64	1
AW00025199	M	M	60000.00	3	0	Graduate Degree	Management	1	2	5-10 Miles	North America	65	1
AW00025200	M	M	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	66	0
AW00025201	M	M	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	67	0
AW00025202	S	M	40000.00	3	0	Partial College	Professional	1	2	5-10 Miles	North America	67	0
AW00025203	S	F	40000.00	3	0	Partial College	Professional	0	2	1-2 Miles	North America	67	1
AW00025204	S	F	40000.00	4	0	Partial College	Professional	0	2	1-2 Miles	North America	68	1
AW00025205	S	M	30000.00	4	0	High School	Professional	1	2	5-10 Miles	North America	69	0
AW00025206	S	M	30000.00	4	0	High School	Professional	1	2	5-10 Miles	North America	69	0
AW00025207	S	F	30000.00	4	0	High School	Professional	1	2	5-10 Miles	North America	69	0
AW00025208	S	M	30000.00	4	0	High School	Professional	1	2	5-10 Miles	North America	69	0
AW00025209	S	F	30000.00	4	0	High School	Professional	0	2	1-2 Miles	North America	69	0
AW00025210	M	F	60000.00	4	4	Bachelors	Professional	1	2	5-10 Miles	Pacific	53	0
AW00025211	M	F	60000.00	4	4	Bachelors	Professional	1	3	10+ Miles	Pacific	54	0
AW00025212	M	M	60000.00	5	5	Bachelors	Professional	1	1	5-10 Miles	Pacific	55	0
AW00025213	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	55	1
AW00025214	S	M	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	55	1
AW00025215	S	F	70000.00	0	0	Bachelors	Professional	0	1	0-1 Miles	Pacific	55	1
AW00025216	S	F	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	55	0
AW00025217	M	M	80000.00	5	5	Bachelors	Professional	0	4	0-1 Miles	Pacific	51	0
AW00025218	M	F	90000.00	2	2	Bachelors	Professional	1	0	0-1 Miles	Pacific	51	1
AW00025219	M	F	90000.00	4	4	Bachelors	Professional	0	0	0-1 Miles	Pacific	51	0
AW00025220	M	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	56	0
AW00025221	S	F	60000.00	1	0	Partial College	Skilled Manual	1	1	5-10 Miles	Pacific	57	1
AW00025222	S	F	60000.00	1	0	Partial College	Skilled Manual	0	1	0-1 Miles	Pacific	57	1
AW00025223	S	M	110000.00	0	0	Graduate Degree	Management	0	3	1-2 Miles	Pacific	52	0
AW00025224	S	M	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	53	0
AW00025225	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	53	1
AW00025226	S	M	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	53	1
AW00025227	S	M	80000.00	5	5	Bachelors	Professional	1	4	1-2 Miles	Pacific	53	0
AW00025228	S	M	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	54	1
AW00025229	S	F	70000.00	0	0	Bachelors	Professional	1	1	5-10 Miles	Pacific	54	1
AW00025230	S	F	70000.00	0	0	Bachelors	Professional	0	1	5-10 Miles	Pacific	53	0
